,title,author,date,content
392,La Nasa s’intéresse de près aux Ovnis,LE MATIN 10 juin 2022 à 15:09,10 juin 2022 à 15:09,"La chasse aux Ovnis est lancée. La NASA a annoncé qu'elle allait commencer une étude sur les phénomènes aérospatiaux non identifiés, à savoir les ovnis, un sujet qui fascine depuis longtemps le public, dans le cadre d'une nouvelle poussée vers une science à haut risque et à fort impact. La Nasa a réuni une équipe pour étudier les phénomènes aériens non identifiés (UAP) – communément décrits comme des ovnis ou des objets volants non identifiés, a annoncé l'agence. Le budget du projet ne dépassera pas 100 000 dollars, a déclaré Dan Evans, le responsable de la NASA chargé de superviser l'étude.  Il faudra environ neuf mois pour mener l'étude, qui s'appuiera sur des données collectées par des gouvernements, des entreprises privées, des organisations à but non lucratif et même des civils, a déclaré la NASA. “Compte tenu de la rareté des observations, notre première tâche consiste simplement à rassembler l'ensemble de données le plus robuste possible”, explique David Spergel, futur dirigeant de l'étude et astrophysicien.  “Nous identifierons quelles données des civils, du gouvernement, des organisations à but non lucratif, des entreprises existent, quelles autres données nous devrions essayer de collecter et comment les analyser au mieux”, a-t-il ajouté. Les futures conclusions de l'équipe seront ensuite publiées. “Conformément aux principes d'ouverture, de transparence et d'intégrité scientifique de la Nasa, ce rapport sera partagé publiquement “, a déclaré, pour sa part, Dan Evans."
393,Maroc-Afrique du Sud : Sofyan Amrabat marche sur l’eau et se distingue du lot,Youssef Moutmaine,10 juin 2022 à 14:42,"Vivement critiqué lors de la dernière Coupe d’Afrique des nations, notamment à cause de ses relances souvent ratées, Sofyan Amrabat est apparu sous un nouveau visage, d’abord aux États-Unis à Cincinnati puis jeudi au complexe Moulay Abdellah face à l’Afrique du Sud. Très lucide en phase de récupération et appliqué sur les services, le frère cadet de Noureddine a fait étalage de son talent lors des dernières 180 minutes. En choisissant de développer son jeu en Italie (d’abord avec le Hellas Vérone puis dans les rangs de la Fiorentina), Sofyan Amrabat a réalisé un excellent choix de carrière, qui commence à se répercuter sur ses prestations en sélection nationale. En effet, les supporters de la sélection nationale A étaient réjouis d’observer une véritable sentinelle de classe mondiale, d’abord mercredi dernier à Cincinnati, malgré la lourde défaite (3-0) face aux États-Unis, puis jeudi au complexe Moulay Abdellah de Rabat contre l’Afrique du Sud (2-1). Véritable maillon fort entre la défense et la ligne médiane, dans le 4-1-3-2 aligné par Vahid Halilhodzic, jeudi, Sofyan Amrabat a hérité d’un rôle majeur qu’il a parfaitement rempli. L’international marocain était redoutable en récupération, privant souvent les attaquants de Hugo Broos des deuxièmes ballons et s’imposant dans la majorité écrasante de ses duels avec Percy Tau et compagnie. Sa rapidité et sa puissance physique ont donné du fil à retordre aux médians adverses, sans oublier ses dribbles au timing parfait, sans jamais faire le show ou sombrer dans l’individualisme. Outre le volet défensif, c’est surtout son apport aux attaquants qui a capté l’attention jeudi. En effet, Sofyan Amrabat est impliqué sur les deux buts marqués par le Maroc face à l’Afrique du Sud. Sur le premier but de Youssef En-Nesyri, il a réussi une passe enroulée à 40 mètres de la surface, qui a permis à Romain Saïss de servir l’attaquant du FC Séville. Plus tard en seconde période, c’est le même Amrabat qui a lancé l’offensive menant au but d’El Kaâbi, une action qui l’a vu lancer Ounahi dans l’axe, avant que ce dernier ne serve Amine Harit à son tour. C’est cette justesse en phase relance qui avait manqué à Sofyan au Cameroun, à l’occasion de la CAN 2021, et qui lui avait valu une avalanche de critiques de la part des supporters marocains. Heureusement, cette période semble définitivement révolue et la sentinelle marocaine semble en pleine possession de ses moyens en cette fin de saison."
394,Mehdi Bensaïd : Fès possède toutes les opportunités pour davantage d’investissements dans la culture,Ouafaa Bennani,10 juin 2022 à 13:42,"Toujours fidèle à sa devise qui est l’ouverture et le dialogue avec l’autre, le Festival de Fès des musiques sacrées du monde a, encore une fois, gagné le pari avec sa grandiose soirée d’ouverture, présidée par son Altesse Royale la Princesse Lalla Hasnaa. Un grand challenge remporté suite à deux années d’absence, causée par la pandémie de la Covid-19. Mais, le succès était au rendez-vous, à travers les beaux tableaux offerts par des artistes de grands talents venus d’Inde, d’Iran, du Tibet, d’Espagne et du Maroc. Puis, les fusions de haut niveau entre Maziy ar Ghasemi d’Iran et le grand chœur Sama de Fès dirigé par Nouredine Tahiri du Maroc, entre Lobsang Chonzor, barde de l’Himalaya (chant et luth dranyen du Tibet), Aziz Erradi (chant et guembri avec l’ensemble Gnawa) et Amine Tewfik du Maroc et autres. De belles surprises qui ont enchanté le public présent grâce au magnifique brassage de civilisations et de cultures, accompagnées d’une merveilleuse projection en mapping. Une reprise de bon augure pour la ville de Fès, puisqu’elle apporte avec elle une belle programmation et un nouveau souffle aussi original qui découle de la thématique choisie portant sur «L’architecture et le sacré» et que le président du Festival, Abderrafia Zouitene, a qualifié de renouveau et de retour à la vie. «Le festival renoue avec la ville de Fès et c’est une occasion pour renouer avec les festivaliers qui ont apprécié le spectacle qui a montré les différents lieux emblématiques du rapport de l’Homme avec le divin. Notre pays incarne bien cela à travers plusieurs monuments, comme la grande mosquée Hassan II, la Qaraouiyine, et autres lieux de culte des autres religions qui montrent l’esprit de tolérance et de dialogue des cultures et religions que notre pays symbolise». Le président du Festival n’a pas manqué de souligner que cet événement a, aussi, des retombées économiques positives sur la ville de Fès avec plus d’arrivées dans les hôtels et restaurants, la vente de produits d’artisanat... «Tout cela contribue à créer une dynamique et une accélération au niveau de l’activité économique de Fès. C’est par la culture que la ville de Fès pourra être relancée sur le plan de l’activité économique». Une idée rejointe par le ministre de la Jeunesse, de la culture et de la communication, Mehdi Bensaïd, qui a assuré que Fès possède toutes les opportunités plausibles devant elle, afin qu’il y ait davantage d’investissements dans la culture. «Donc, aujourd’hui il faut se féliciter de ce genre de festival qui a une portée pas uniquement nationale, mais internationale. Il faut qu’il y ait une animation culturelle tout au long de l’année pour faire de Fès et d’autres villes du Maroc des plateformes culturelles qui vont apporter de l’investissement à leur population locale. Car, la culture c’est aussi de l’économie», indique Bensaïd. À noter que pour illustrer, encore une fois, l’immense diversité des voix spirituelles à travers les civilisations, cette 26e édition a programmé des artistes venus de plus de 15 pays, avec des noms très célèbres comme les Roohani Sisters qui se produisent pour la première fois à l’étranger et comptent parmi les plus grandes interprètes du soufisme indien, les Onikki Muqams d’Asie centrale, puis la création du pianiste et compositeur Michaël Levinas accompagné de la soprano Marion Grange, autour des poèmes de Paul Celan, issues de son oratorio «La Passion selon Marc» et d’autres pièces de création inspirées du kaddish de la tradition hébraïque. Il y a, aussi, la fusion entre le jazz oriental du trompettiste Ibrahim Maalouf et les musiques balkaniques du très cosmopolite Haïdouti Orkestar pour rendre hommage à la dimension à la fois profane et sacrée de la fête. Un superbe métissage de cultures musicales soufies par lesquelles le festival renoue avec son fidèle public."
395,Eau potable : Mise en service du projet de sécurisation de l'alimentation du Sud du Grand Casablanca (ONEE),LE MATIN 10 juin 2022 à 13:17,10 juin 2022 à 13:17,"L’Office National de l’Electricité et de l’Eau Potable (ONEE) a procédé à la mise en service industrielle de la première tranche d’un important projet de sécurisation de l’approvisionnement en eau potable de la zone Sud du Grand Casablanca à partir des installations de production d’eau potable traitant les eaux du barrage Sidi Mohamed Ben Abdellah, indique un communiqué de l'ONEE.

Ce projet de grande envergure, qui s’inscrit dans le cadre du Programme National d’Approvisionnement en Eau Potable et d’Irrigation (PNAEPI) 2020-2027 dont la convention a été signée le 13 Janvier 2020 devant SM le Roi Mohammed VI, vise à sécuriser l’alimentation en eau potable de la zone Sud de la ville de Casablanca, à travers la réalisation d’une liaison hydraulique entre le Nord et le Sud de la ville, pour faire face aux effets du déficit hydrique que connait le bassin de l’Oum Er Rbiaâ et qui s’est répercuté sur les volumes mobilisés au niveau des barrages situés dans ce bassin, précise la même source.

D’un coût d’environ 180 millions de dirhams, ce projet comprend principalement la pose d’une conduite sur un linéaire d’environ 7,5 km, essentiellement en acier revêtu de diamètre 2000 mm, reliant l’adduction existante de Bouregreg alimentant le nord de la ville de Casablanca et le réservoir de distribution de Médiouna situé au sud de la ville. Cette nouvelle conduite permettra, dans une première phase, de transiter de manière gravitaire un débit de 1550 litres par seconde.

De même, l’ONEE réalise une station de surpression pour porter le débit transité par cette conduite à 2500 litres par seconde, en 2ème phase, et dont la mise en service est prévue fin 2022.

Ainsi, cette première tranche du projet permettra de transférer un volume annuel d’environ 80 millions de m3 du Nord au Sud de Casablanca et d’assurer une gestion optimale des ressources en eau disponibles au niveau du barrage Sidi Mohamed Ben Abdellah et du bassin de l’Oum Er Rbiaâ.

Dans le même cadre, l’ONEE entamera en juin 2022 les travaux de la deuxième tranche de ce projet qui consisteront en le prolongement de cette nouvelle conduite sur un linéaire d’environ 7,1 km, pour desservir également le réservoir de Bouskoura. Cette deuxième tranche permettra aussi de renforcer la station de surpression en portant sa capacité à 4000 litres par seconde. Le montant de ces travaux est estimé à 120 millions de dirhams et sa mise en service est prévue en juillet 2023."
396,Sécurité alimentaire : La Banque mondiale mobilise 12 milliards de dollars dans les 15 prochains mois,AFP,18 mai 2022 à 15:00,"La Banque mondiale a annoncé mercredi qu'elle allait consacrer au cours des 15 prochains mois 12 milliards de dollars à de nouveaux projets destinés à répondre à la crise alimentaire dans le monde, qui a été aggravée par la guerre en Ukraine.

La majorité des ressources ira aux pays d'Afrique, du Moyen-Orient, d'Europe de l'Est et d'Asie centrale et du Sud, a précisé l'institution dans un communiqué, ajoutant que cela doit soutenir leur agriculture, ""la protection sociale pour amortir les effets de la hausse des prix des denrées alimentaires"", et favoriser des projets d'approvisionnement en eau et d'irrigation.

La Banque mondiale souligne par ailleurs qu'elle dispose de 18,7 milliards de dollars non utilisés qui vont aussi pouvoir être consacrés aux projets directement liés aux problèmes de sécurité alimentaire et nutritionnelle.

""Au total, cela représente plus de 30 milliards de dollars disponibles pour la mise en oeuvre de la lutte contre l'insécurité alimentaire au cours des 15 prochains mois"", a relevé la Banque mondiale.

""La hausse des prix alimentaires a des effets dévastateurs sur les plus pauvres et les plus vulnérables"", a déclaré le président de la Banque mondiale, David Malpass, cité dans le communiqué.

""Pour informer et stabiliser les marchés, il est essentiel que les pays fassent maintenant des déclarations claires sur les futures augmentations de production en réponse à l'invasion de l'Ukraine par la Russie"", a-t-il estimé.

Il recommande aux pays de faire ""des efforts concertés"" non seulement pour augmenter l'approvisionnement en énergie et en engrais, aider les agriculteurs à augmenter les plantations et les rendements des cultures, mais encore pour ""supprimer les politiques qui bloquent les exportations et les importations (...) ou encouragent le stockage inutile""."
397,Emmanuel Macron nomme Élisabeth Borne première ministre,LE MATIN 16 mai 2022 à 20:26,16 mai 2022 à 20:26,"Élisabeth Borne, ministre du Travail, de l'Emploi et de l'Insertion dans le gouvernement sortant, a été nommée, lundi, au poste de premier ministre succédant à Jean Castex, qui a présenté plus tôt dans la journée la démission du gouvernement au président Emmanuel Macron, a annoncé la présidence française.

“Le Président de la République a nommé Mme Elisabeth Borne, Première ministre et l’a chargée de former un Gouvernement”, indique un communiqué de l’Elysée.

Sa nomination intervient dans le cadre du remaniement gouvernemental consécutif à la réélection le 24 avril dernier du président Macron pour un second mandat.

Il s’agit de la première femme à être nommée à cette fonction depuis Édith Cresson, qui a occupé ce poste pendant presque une année du 15 mai 1991 au 2 avril 1992, sous la présidence de François Mitterrand.

La passation avec son prédécesseur est prévue le même jour avant 20H00, selon les médias.

Élisabeth Borne a exercé en 2017 en tant que ministre des Transports, puis comme ministre de l’Ecologie en 2019 et au département du Travail en 2020.

En 1990, elle a occupé le poste de conseillère au ministère de l’Education auprès de Lionel Jospin, avant d’être nommée en 2013 préfète de la région Poitou-Charentes.

Une année plus tard, elle passe au cabinet de Ségolène Royal au ministère de l’Ecologie, puis directrice de la Régie autonome des transports parisiens (RATP) en 2015."
398,Émirats Arabes Unis: SA Cheikh Mohammed Ben Zayed Al-Nahyane élu à la présidence de l’État,LE MATIN 14 mai 2022 à 15:02,14 mai 2022 à 15:02,"Le Conseil suprême fédéral des Émirats Arabes Unis a élu à l'unanimité, dimanche, Son Altesse Cheikh Mohammed Ben Zayed Al Nahyane au poste de Président de l’État, pour succéder à Feu Cheikh Khalifa Ben Zayed Al Nahyane, décédé vendredi à l'âge de 73 ans.

Cette élection est intervenue lors d'une réunion du Conseil, tenue samedi au palais Al Muchrif à Abou Dhabi sous la présidence de Son Altesse Cheikh Mohammed Ben Rachid Al Maktoum, Vice-président, Premier ministre et gouverneur de Dubaï, rapporte l'agence de presse officielle WAM.

La réunion s'est déroulée en présence de SA Cheikh Mohamed Bnn Zayed Al Nahyane, SA Dr. Cheikh Sultan Ben Mohammad Al Qassimi, membre du Conseil suprême et gouverneur de Charjah, SA Cheikh Humaid Ben Rachid Al Nuaimi, membre du Conseil suprême et gouverneur d'Ajman, SA Dr. Cheikh Hamad Ben Mohammed Al Sharqi, membre du Conseil suprême et gouverneur de Fujairah, SA Cheikh Saoud Ben Rachid Al Mualla, membre du Conseil suprême et gouverneur d'Umm Al Qaiwain, et SA Cheikh Saoud Ben Saqr Al Qassimi, membre du Conseil suprême et gouverneur de Ras Al Khaimah.

Dans un communiqué, le ministère des Affaires présidentielles indique que l'élection de Son Altesse Cheikh Mohamed Ben Zayed Al Nahyane intervient conformément à l'article 51 de la Constitution. Leurs Altesses Cheikhs, membres du Conseil suprême fédéral ont affirmé, à cette occasion, leur souci de respecter les valeurs et principes authentiques inspirés du Défunt fondateur, feu Cheikh Zayed Ben Sultan Al Nahyane, qui a conféré aux Emirats arabes unis une position de choix aux niveaux régional et international et consolidé ses réalisations nationales, souligne le communiqué, ajoutant que le Conseil a également exprimé sa ""pleine confiance"" que le peuple émirati restera un vaillant gardien du pays et de ses acquis à tous les niveaux. Pour sa part, Son Altesse Cheikh Mohammed Ben Zayed Al Nahyane s'est félicité de la confiance placée en lui par ses frères, Leurs Altesses Cheikhs membres du Conseil Suprême fédéral, gouverneurs des Emirats."
399,"Elon Musk suspend ""temporairement"" l'acquisition de Twitter",LE MATIN 13 mai 2022 à 14:46,13 mai 2022 à 14:46,"Le milliardaire Elon Musk a annoncé vendredi sur Twitter que son projet de rachat de Twitter, pour un montant de 44 milliards de dollars, était ""temporairement suspendu"".

""L'accord avec Twitter est temporairement suspendu dans l'attente de détails permettant d'établir que les spams et les faux comptes représentent effectivement moins de 5 % des utilisateurs"", a-t-il tweeté.

Le fondateur de Tesla et SpaceX a ensuite ajouté dans un autre tweet qu'il était ""toujours déterminé à conclure l'acquisition"".

Les actions de la plateforme ont plongé de plus de 17% dans les échanges de pré-marché en réponse à la nouvelle. Les actions de Tesla ont augmenté, quant à elles, d’environ 5 %.

Dans son tweet, M. Musk a fait référence à un récent article de Reuters sur les dernières révélations de Twitter concernant son problème de spam et de faux comptes.

Dans son rapport financier trimestriel, publié le 28 avril, Twitter a estimé que les faux comptes ou les comptes de spam représentaient moins de 5 % des utilisateurs actifs de la plateforme au cours des trois premiers mois de l'année. Twitter a précisé que ces estimations étaient fondées sur l'examen d'un échantillon de comptes et que les chiffres étaient ""raisonnables"".

Ce tweet intervient un jour après que le PDG de Twitter Parag Agrawal ait limogé deux des principaux cadres de l'entreprise et mis en pause les recrutements dans le cadre de coupes budgétaires."
400,La correspondante d'al-Jazeera Shireen Abu Akleh tuée par des tirs israéliens (Agence Wafa),LE MATIN 11 mai 2022 à 13:02,11 mai 2022 à 13:02,"La correspondante d'Al Jazeera dans les territoires palestiniens Shireen Abu Akleh a été tuée par des tirs israéliens alors qu'elle couvrait des affrontements dans le secteur de Jénine, en Cisjordanie occupée, a annoncé mercredi le ministère palestinien de la Santé.

Selon l'Agence de presse palestinienne Wafa, la journaliste a été tuée à Jénine et un autre journaliste a été blessé dans le nord de la Cisjordanie occupée. Selon la même source, la journaliste, accompagnée d'autres collègues, étaient près d'une école relevant de l' UNRWA.

Journaliste palestinienne, âgée d'une cinquantaine d'années, Shireen Abu Akleh avait travaillé à ""La Voix de la Palestine"" et Radio Monte-Carlo, avant de rejoindre la chaîne al-Jazeera."
401,Des puissances mondiales promettent la sécurité alimentaire malgré la guerre en Ukraine,AFP,06 mai 2022 à 12:48,"Des puissances agricoles mondiales, dont l'Union européenne, les États-Unis, le Canada et l'Australie se sont engagées vendredi à assurer la sécurité alimentaire du monde malgré la situation en Ukraine.

""Nous nous engageons à travailler ensemble pour assurer qu'il y ait de la nourriture en quantité suffisante pour tout le monde, y compris les plus pauvres, les plus vulnérables et les personnes déplacées"", écrivent ces 51 membres de l'Organisation mondiale du commerce dans un communiqué conjoint.

Ils promettent aussi de garder les marchés agricoles et alimentaires ""ouverts, prévisibles et transparents en n'imposant pas de mesures commerciales restrictives injustifiées"" sur les produits agroalimentaires ou les produits clés pour la production agricole.

Les membres signataires soulignent aussi que les mesures d'urgence prises pour faire face à la situation doivent provoquer le moins de distorsions possibles, être temporaires, ciblées et proportionnelles.

Il réclament encore que les produits achetés par le Programme alimentaire mondial - en première ligne pour tenter de compenser les pertes encourues sur le marché agricole mondial de la gigantesque production ukrainienne de grains ou d'huile - soient exempts de toute restriction ou interdiction d'exportation.

La Russie et l'Ukraine sont deux exportateurs majeurs de blé, maïs, colza et huile de tournesol. La Russie est en outre le premier fournisseur mondial d'engrais et de gaz."
402,USA/Covid-19 : L'agence des médicaments limite l'accès au vaccin de Johnson&Johnson,LE MATIN 06 mai 2022 à 11:23,06 mai 2022 à 11:23,"L'agence américaine des médicaments (FDA) vient de limiter le vaccin anti-Covid de Johnson & Johnson aux seuls adultes refusant d'être vaccinés avec Pfizer ou Moderna pour cause d'""inquiétudes personnelles"", ainsi qu'à ceux ne pouvant recevoir une injection de ces deux derniers vaccins pour des raisons médicales ou d'accès limité.

La FDA a déclaré avoir pris cette décision à cause des risques de graves thromboses (formation de caillots sanguins) associés au vaccin de ""J&J"".

Pour cette même raison, la principale agence de santé publique du pays, les CDC, avait déjà recommandé en décembre aux Américains de se vacciner contre le Covid-19 avec Pfizer et Moderna, plutôt qu'avec Johnson & Johnson. Ces trois vaccins sont les seuls autorisés dans le pays.

La limitation fait désormais partie intégrante de l'autorisation d'utilisation en urgence du vaccin de ""J&J"".

La FDA a recensé 60 cas confirmés de thromboses aux Etats-Unis, dont neuf décès. Un peu moins de 19 millions de doses du vaccin de Johnson & Johnson ont été administrées dans le pays, soit environ 3% des doses injectées au total.

La fréquence de ces thromboses est ainsi de 3,23 par million de doses administrées, a détaillé l'agence américaine.

Malgré tout, ""nous reconnaissons que le vaccin anti-Covid de Janssen a encore un rôle à jouer dans la réponse à la pandémie actuelle"", a déclaré dans un communiqué Peter Marks, responsable au sein de la FDA."
403,Covid-19 : Des vaccins adaptés aux nouveaux variants pourraient être prêts dès l'automne,LE MATIN 06 mai 2022 à 10:52,06 mai 2022 à 10:52,"Des vaccins adaptés aux nouveaux variants de la Covid-19 pourraient être prêts dès l'automne prochain, a indiqué jeudi l'Agence européenne des médicaments (EMA).

""Notre priorité est de faire approuver les vaccins modifiés d'ici septembre si possible, afin que nous soyons prêts pour de nouvelles campagnes de vaccination dans l'Union européenne à l'automne"", a déclaré le directeur de l'EMA, Marco Cavaleri, lors d'une conférence de presse à Amsterdam.

Il a expliqué que si l'approbation intervient juste après l'été, cela permettra aux fabricants de fixer la production pour le prochain cycle.

Pfizer/BioNTech et Moderna sont les plus avancés avec leurs vaccins adaptés au variant Omicron.

Ce variant, qui est rapidement apparu au tournant de l'année nouvelle, s'est imposé depuis des mois. Des essais cliniques sont en cours pour déterminer l'innocuité et l'efficacité des vaccins adaptés.

Pour le moment, le régulateur européen ne s'est pas prononcé sur la nécessité d’une ou deux injections."
404,Hépatite infantile d'origine inconnue: près de 230 cas probables dans 20 pays,LE MATIN 03 mai 2022 à 11:10,03 mai 2022 à 11:10,"Près de 230 cas probables d'hépatites d'origine inconnue chez des enfants ont été signalés dans 20 pays, a annoncé mardi l'Organisation mondiale de la santé (OMS).

""Plus de 50 autres cas sont en cours d'investigation"", a précisé un porte-parole de l'OMS, Tarik Jasarevic, lors d'un point de presse à Genève.

Les cas de ces inflammations sévères du foie dont l'origine reste à déterminer ont été signalés par quatre des six régions de l'OMS, a-t-il indiqué.

La majorité des cas ont été signalés en Europe, d'abord au Royaume-Uni.

Les premiers cas d'hépatite aiguë sévère d'étiologie inconnue chez des enfants de moins de 10 ans ont été détectés début avril au centre de l'Ecosse. Le 8 avril, 74 cas avaient été identifiés au Royaume-Uni.

Cette hépatite touche principalement les enfants de moins de 10 ans, et se manifeste par des symptômes comme jaunisse, diarrhées, vomissements et douleurs abdominales. Certains cas ont nécessité une transplantation du foie. Au moins un enfant est décédé.

Les habituels virus à l'origine de l'hépatite virale aiguë (de A à E) n'ont été détectés dans aucun des cas, selon le Centre européen de contrôle et de prévention des maladies (ECDC) et l'OMS.

Une analyse de ces mystérieux cas d'hépatites aux Etats-Unis a conduit les autorités sanitaires américaines à privilégier la semaine dernière la piste d'un adénovirus sans toutefois l'établir comme cause définitive.

Banals, les adénovirus sont généralement plutôt connus pour provoquer des symptômes respiratoires, des conjonctivites ou encore des troubles digestifs.

La transmission survient par voie oro-fécale ou respiratoire, avec des pics épidémiques souvent en hiver et au printemps, et plus souvent en communautés (crèches, écoles, etc). La majorité des humains sont infectés avant leurs 5 ans."
405,Guerre en Ukraine : Les prix des huiles et des céréales atteignent des sommets,LE MATIN 27 avril 2022 à 14:44,27 avril 2022 à 14:44,"Alors qu'avant la guerre, l'Ukraine exportait 12% du blé, 15% du maïs et 50% de l'huile de tournesol au niveau mondial, son absence durable de la scène internationale pèse notamment sur le cours des huiles, dont les prix ont atteint de nouveaux sommets cette semaine. Blé, maïs et huiles s'échangent à des prix record, dans un marché secoué par les conséquences en cascade de la crise ukrainienne et, dans une moindre mesure, les inquiétudes sur les risques météorologiques aux États-Unis pour les prochaines récoltes. De la mise en garde russe d'un danger «réel» d'une guerre mondiale aux bombardements du pont permettant de relier la zone d'Odessa à la frontière roumaine, «les perspectives d'un règlement rapide du conflit s'assombrissent et les marchés l'intègrent», relève le courtier Damien Vercambre, du cabinet Inter-Courtage. Le pont routier et ferroviaire qui traverse l'estuaire du Dniestr, endommagé mardi et qui a de nouveau été visé par des frappes mercredi matin, selon le directeur des chemins de fer ukrainiens, est ciblé par les forces russes pour ralentir les livraisons d'armes occidentales à Kiev. Mais il offrait aussi une voie de sortie des céréales en stock en Ukraine, permettant de rejoindre le Danube et le port roumain de Constanta. «En mars, environ 160.000 tonnes de grains ont pu sortir d'Ukraine – loin du million de tonnes par semaine d'avant la guerre –, mais ces flux inhabituels ont saturé la frontière polonaise. D'autres voies étaient recherchées pour accélérer les exportations» et ce pont sur le Dniestr offrait une voie sud pour rejoindre le Danube, ce qui laissait «espérer une augmentation» des volumes exportés, selon M. Vercambre. Si ce pont est fermé, les deux routes encore ouvertes, mais qui rallongent le trajet de plusieurs centaines de kilomètres, passent par la Moldavie – en évitant la région séparatiste pro-russe de Transdniestrie – ou par l'Ouest de l'Ukraine, vers le nord de la Roumanie en contournant totalement la Moldavie. Alors qu'avant la guerre, l'Ukraine exportait 12% du blé, 15% du maïs et 50% de l'huile de tournesol au niveau mondial, son absence durable de la scène internationale pèse notamment sur le cours des huiles, dont les prix ont atteint de nouveaux sommets cette semaine. La menace d'une pénurie d'huile de tournesol – sans les exportations ukrainiennes et alors que la Russie a introduit des quotas et augmenté ses taxes à l'export – avait déjà gonflé les prix la semaine dernière. L'annonce de l'Indonésie d'une interdiction des exportations d'huile de palme à partir de ce jeudi a de nouveau affolé les marchés. «L'Indonésie veut contenir la hausse des prix de l'huile alimentaire de cuisson sur son marché intérieur, mais cette annonce d'interdiction n'est pas claire : les autorités ont d'abord parlé d'huile de palme sans distinction, avant de préciser que seule l'oléine (huile raffinée) était visée, puis en évoquant aussi les autres huiles. Tout cela a contribué à la grande volatilité des cours», explique Gautier Le Molgat, du cabinet Agritel. En conséquence, l'huile de palme était très haut à la Bourse de Kuala Lumpur et le colza a battu vendredi dernier son record absolu à 1.081,25 euros la tonne pour une livraison rapprochée sur Euronext. Cette interdiction du premier producteur mondial d'huile de palme résonne comme «un rappel supplémentaire de la vulnérabilité présente dans les chaînes d'approvisionnement agricoles dans un environnement de stocks déjà serrés, aggravé par la perte indéfinie des volumes d'exportation ukrainiens et des coûts de production historiquement élevés», a résumé Tracey Allen, expert de JP Morgan Commodities Research. Dans ce contexte extrêmement tendu, les regards se tournent vers la nouvelle campagne et l'inquiétude grandit quant aux conditions des semis sur le continent américain. Aux États-Unis, l'attention se porte essentiellement sur les blés, «en raison de la persistance de la sécheresse sur les plaines du Sud», et sur les retards de plantation de maïs – avec des semis ayant atteint «7% contre 15% en moyenne» – cette fois en raison du froid et des sols humides au nord de la Corn Belt, a expliqué Dan Cekander de DC Analysis. Sur Euronext, vers 12 h 30 GMT, le blé tendre se vendait à 417 euros la tonne pour livraison en mai et le maïs à 340,25 euros pour juin. Le colza flambait à 1.051 euros la tonne pour mai. À la Bourse de Chicago, peu avant l'ouverture, le prix du blé de variété SRW atteignait 10,7875 dollars le boisseau et le maïs 8,0275 dollars pour des livraisons en juin. Le soja s'affichait à 17,1625 dollars.
 "
406,La Centrafrique adopte le bitcoin comme monnaie légale,LE MATIN 27 avril 2022 à 14:31,27 avril 2022 à 14:31,"La Centrafrique a adopté le bitcoin comme monnaie officielle au côté du franc CFA et légalisé l'usage des cryptomonnaies, a annoncé mercredi la présidence centrafricaine.

L'Assemblée nationale a voté ""à l'unanimité"" des députés présents la loi ""régissant la cryptomonnaie en République centrafricaine"" et le président Faustin Archange Touadéra l'a promulguée, a annoncé dans un communiqué le ministre d'Etat et directeur de cabinet de la Présidence, Obed Namsio.

La Centrafrique est ""le premier pays d'Afrique à adopter le bitcoin comme monnaie de référence"", a-t-il ajouté.

Le 7 septembre 2021, le Salvador avait été le premier pays au monde à adopter le bitcoin comme monnaie légale et le Fonds monétaire international (FMI) avait immédiatement dénoncé une décision dangereuse pour la ""stabilité financière, l'intégrité financière et la protection des consommateurs"".

""Cette démarche place la République centrafricaine sur la carte des plus courageux et visionnaires pays au monde"", note la présidence de la Centrafrique, pays en guerre civile depuis 2013."
407,Tourisme : La guerre en Ukraine entraînera des pertes de 14 milliards de dollars en 2022 (OMT),LE MATIN 27 avril 2022 à 11:39,27 avril 2022 à 11:39,"La prolongation de la guerre en Ukraine entraînera des pertes de 14 milliards de dollars pour le secteur mondial du tourisme en 2022, selon les données de l'Organisation mondiale du tourisme (OMT).

Les marchés émetteurs américain et asiatiques pourraient être particulièrement touchés, notamment pour les voyages vers l'Europe, car ces marchés sont historiquement plus réfractaires au risque, indique l'OMT dans un communiqué.

À cet égard, l'organisation mondiale a estimé que le conflit armé entre l’Ukraine et la Russie pourrait ralentir la reprise malgré la levée ou l'assouplissement des restrictions de voyage par de nombreuses destinations.

En tant que marchés émetteurs, la Russie et l'Ukraine représentent ensemble 3 % des dépenses mondiales du tourisme international à partir de 2020. En 2019, les dépenses russes en voyages à l'étranger ont atteint 36 milliards de dollars (33,73 milliards d'euros) et les dépenses ukrainiennes 8,5 milliards de dollars (7,964 milliards d'euros).

En plus, en tant que destinations touristiques, la Russie et l'Ukraine représentent 4% des arrivées de touristes internationaux en Europe, mais seulement 1% des recettes touristiques internationales de l'Europe.

Selon l'OMT, l'importance des deux marchés est ""significative"" pour les pays voisins, mais aussi pour les destinations européennes du soleil et de la mer. ""Le marché russe a pris beaucoup de poids pendant la crise dans les destinations long-courriers telles que les Maldives, les Seychelles et le Sri Lanka"", a noté l’Organisation."
